WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (721717.100488578 4377078.57654509)","185",CENTRO SOCIO-EDUCATIVO DIAZ PINTADO,PZA. 9 DE OCTUBRE 6-BIS,"46078","2010",Equipamiento,Equipament,"Educativo, Deportivo, Social","Educatiu, Esportiu, Social",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2418.50",Accesibilidad media,Accessibilitat mitjana,"7883.65",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722591.534115558 4377067.05283698)","186",EDIFICIO AUSIAS MARCH 62,AUSIAS MARCH Nº 62,"46078","0",Equipamiento,Equipament,"Educativo, Cultural, Administrativo, Social","Educatiu, Cultural, Administratiu, Social",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad media,Accessibilitat mitjana,"826.70",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"10220.27",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722770.430529278 4376426.82721922)","187",ESCUELA DE ADULTOS,JOSÉ CARSÍ 10,"46078","1930",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"1639.07",Accesibilidad baja,Accessibilitat baixa,"9670.60",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"19517.82",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722347.074107332 4376865.58161146)","188",ESCOLETA INFANTIL C/ ISABEL LACATÓLICA,ISABEL LA CATÓLICA 42,"46078","2010",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"23304.92",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"33454.28",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (721843.58782564 4376934.67021455)","189",ESCOLETA INFANTIL 613 VIVIENDAS,"CARRETERA LLIRIA S/N (9D'OCTUBRE, 9)","46078","2010",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad media,Accessibilitat mitjana,"430.20",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2418.50",Accesibilidad baja,Accessibilitat baixa,"33022.00",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722274.835462978 4376363.80414061)","190",COLEGIO PUBLICO MIGUELBORDONAU,LIBERTAD 30,"46078","1978",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"2955.95",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"76607.25",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"38071.82",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"118611.20",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (721698.910789761 4376947.6312502)","191",COLEGIO PUBLICO FERNANDO DE LOS RIOS,PZA. 9 DE OCTUBRE 11-1,"46078","1979",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"1854.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"81583.73",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"50833.79",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"98.02",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"135346.12",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722350.442055566 4377122.6396154)","192",COLEGIO PUBLICO VILLAR PALASI,MARÍA ROS 13,"46078","1978",Equipamiento,Equipament,"Educativo, Otro","Educatiu, Un altre",No,Accesibilidad baja,Accessibilitat baixa,"1699.87",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"27541.27",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"47095.76",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4837.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"82150.08",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (722813.18184721 4376391.61912866)","193",COLEGIO PUBLICO SAN JUAN DE RIBERA,JOSÉ CARRAU 3,"46078","1955",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"866.25",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"81969.27",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"36309.85",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"120091.55",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (723261.067708739 4375957.59389014)","194",COLEGIO PUBLICO VIRGENDESAMPARADOS,PLAZA PORTALET 1,"46078","1995",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"4234.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"31661.52",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"36309.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2516.52",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"75698.31",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia
"POINT (637317.582902591 4389815.39277444)","195",AYUNTAMIENTO,"CALLE HERNÁNDEZ ZAZO, 2","46080","1900",Equipamiento,Equipament,"Cultural, Administrativo, Institucional, Deportivo, Recreativo","Cultural, Administratiu, Institucional, Esportiu, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,"530.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"35188.76",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"3242.20",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"54461.08",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia
"POINT (637296.884035898 4389748.74076668)","196",CONSULTORIO MEDICO,"AVENIDA PURÍSIMA, 10","46080","1986",Vivienda+equipamiento,Habitatge+equipament,Sanitario,Sanitari,No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"23511.62",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40000.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"71779.77",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia
"POINT (637370.701042223 4389758.27286075)","197",CENTRO SOCIAL,"CALLE HERNÁNDEZ ZAZO, 8","46080","1960",Equipamiento,Equipament,"Cultural, Recreativo","Cultural, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"34266.79",Accesibilidad baja,Accessibilitat baixa,"2430.80",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4065.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"50763.61",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia
"POINT (637573.434369254 4389892.90299229)","198",COLEGIO PÚBLICO MAESTRO AGUILAR,"CALLE ESCUELAS, 12","46080","1970",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"636.19",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"28341.72",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"38948.03",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia
"POINT (637399.031864331 4389854.15028568)","199",EDIFICIO UNIÓN MUSICAL MARCHICA,"CALLE UNIÓN MUSICAL MARCHICA,16","46080","1995",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1122.66",Accesibilidad baja,Accessibilitat baixa,"13625.58",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"22986.39",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia
"POINT (727015.493167345 4306232.8015013)","200",CASA CONSISTORIAL,"PLAÇA DE LA CONSTITUCIÓ, 7","46090","1980",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,"483.37",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"36313.77",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"59559.23",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (692437.490001877 4225961.09887768)","707",CONSERVATORIO,C/ OSCAR ESPLA,"03055","2012",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"4729.04",Accesibilidad baja,Accessibilitat baixa,"9114.89",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"25606.02",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (727015.493167345 4306232.8015013)","201",AMPLIACIÓ AJUNTAMENT I ARXIUS,"C/ DEL MESÓN, 2","46090","1930",Equipamiento,Equipament,Otro,Altre,No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"90.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1215.42",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (727071.382245954 4306164.31038843)","202",CENTRE SOCIAL,"C/ SANT VICENT, 23","46090","1990",Equipamiento,Equipament,"Social, Recreativo","Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1186.54",Accesibilidad media,Accessibilitat mitjana,"713.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"10108.09",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (727204.368055791 4306168.90483299)","203",ESCOLA INFANTIL MUNICIPAL,"C/ JOAN MARTORELL, 9","46090","1983",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"32922.02",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"22550.01",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"63710.18",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (727063.148541389 4306472.44583401)","204",GRUP ESCOLAR VERGE DEL REMEI,"C/ DE LES ESCOLES, 3","46090","1979",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"2995.80",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45151.29",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"65357.73",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2418.50",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"116899.50",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (726682.684848685 4305704.38601689)","205",MUSEU DE LA CERÀMICA,"C/ CAMÍ RÀFOL, 39","46090","1999",Equipamiento,Equipament,"Cultural, Otro","Cultural, Un altre",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"401.14",Accesibilidad baja,Accessibilitat baixa,"1003.59",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9612.88",Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,la Vall d'Albaida,València/Valencia
"POINT (671564.808282751 4401606.45844477)","206",HOGAR DEL JUBILADO,"PZ MAYOR, 346176 CHELVA (VALENCIA)","46106","1980",Equipamiento,Equipament,"Social, Recreativo","Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1170.53",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32896.22",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"51298.84",Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia
"POINT (671688.808696726 4401792.41426728)","207",COLEGIO PÚBLICO CHELVA,"C/ CARRETERA DE LOS MÁRTIRES, 1646176 CHELVA (VALENCIA)","46106","1975",Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"3167.13",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"51152.30",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"12547.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4837.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"72650.49",Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia
"POINT (671883.93811985 4401611.60055764)","208",HOGAR MUSICAL,"C/ROBERTO MADRID, 2746176 CHELVA (VALENCIA)","46106","1975",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1271.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32623.32",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"42103.37",Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia
"POINT (699128.521580323 4374258.41133308)","209",AYUNTAMIENTO,"PZ DOCTOR CAJAL, 1","46109","1900",Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"704.79",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40015.41",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"57982.29",Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia
"POINT (699160.238741258 4374437.16370034)","210",ESCUELA DE ADULTOS,"CL PEDRALBA, 21","46109","1890",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"1092.66",Accesibilidad baja,Accessibilitat baixa,"3793.02",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"11117.77",Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia
"POINT (699833.763609807 4374681.32897148)","211",ESCUELA TALLER,PARQUE LOMIQUIA,"46109","2010",Equipamiento,Equipament,"Educativo, Social, Otro","Educatiu, Social, Un altre",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1612.76",Accesibilidad baja,Accessibilitat baixa,"695.26",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"5016.17",Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia
"POINT (699213.863937115 4373972.19817911)","212",CASA DE LA MÚSICA,AV CASTILLA 25 A,"46109","1994",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1364.84",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"50721.29",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"23547.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"76580.19",Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia
"POINT (696386.528335184 4371589.09671765)","213",AYUNTAMIENTO,"PZA. GIL ESCARTÍ, S/N","46111","1950",Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,"273.30",Accesibilidad baja,Accessibilitat baixa,"22955.34",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad baja,Accessibilitat baixa,"36309.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1323.70",Accesibilidad baja,Accessibilitat baixa,"61808.37",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696554.21084044 4371513.75006075)","214",HOGAR DEL JUBILADO,AV MAESTRO GARCIA NAVARRO 1,"46111","2011",Equipamiento,Equipament,"Social, Recreativo","Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1091.62",Accesibilidad baja,Accessibilitat baixa,"4980.51",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"16042.25",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696291.08973396 4371704.75826351)","215",SERVICIOS SOCIALES/ BIBLIOTECA/MERCADO,"PZA. CONSTITUCIÓN, N.º 5","46111","1989",Equipamiento,Equipament,"Cultural, Asistencial, Social, Otro","Cultural, Assistencial, Social, Un altre",No,Accesibilidad baja,Accessibilitat baixa,"2691.15",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"24386.38",Accesibilidad baja,Accessibilitat baixa,"2928.54",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"51791.98",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696661.828102287 4371886.7284196)","216",ESCUELA DE ADULTOS,"C/ DR. CORACHÁN, N.º 31","46111","1954",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1629.53",Accesibilidad baja,Accessibilitat baixa,"8997.68",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"26127.33",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696917.924471108 4371354.41334031)","217",CEIP LA MURTA,"C/ ALCALDE JAVIER MOREA, N.º 7","46111","2007",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"514.41",Accesibilidad baja,Accessibilitat baixa,"9119.72",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2516.52",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"23912.74",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696474.304340175 4371604.43036365)","218",CEIP DR. CORACHÁN,"C/ RUBIO, N.º 26","46111","1965",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"2541.91",Accesibilidad baja,Accessibilitat baixa,"10902.49",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"43438.46",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
