WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (764975.454066096 4281735.84020829)","691",MUSEO ARQUEOLÓGICO,"FRANCISCO ZARAGOZÁ,2","03047","1900",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2691.15",Accesibilidad baja,Accessibilitat baixa,"2086.50",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12069.62",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764920.831764955 4281675.70955148)","692",MUSEO DE LA SENYORETA,"SANTISSIM CRISTO, 7","03047","1952",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"990.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40282.18",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"49510.57",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (765338.273350436 4282941.00649818)","693",MUSEO DEL COCO,GARGASINDI 1-L,"03047","2000",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2055.64",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40455.22",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"57980.98",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (703134.532051934 4274535.42774958)","694",POLIDEPORTIVO MUNICIPAL,"CALLE TENIENTE GENERAL VICENTE RIPOLL VALLS, S/N","03053","1978",Equipamiento,Equipament,Deportivo,Esportiu,No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"24612.90",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7255.50",Accesibilidad baja,Accessibilitat baixa,"61922.46",Castalla,Castalla,Castalla,Castalla,Castalla,Castalla,l'Alcoià,Alacant/Alicante
"POINT (692395.193070462 4225811.08511935)","695",CASA CONSISTORIAL,"PLAZA DE ESPAÑA,1","03055","2001",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,"10348.34",Accesibilidad baja,Accessibilitat baixa,"12802.59",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"250.00",Accesibilidad baja,Accessibilitat baixa,"46163.02",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692479.795851947 4225411.58061413)","696",RESIDENCIA TERCERA EDAD,"C/ LA PALMERA, 1","03055","2007",Vivienda+equipamiento,Habitatge+equipament,"Sanitario, Asistencial","Sanitari, Assistencial",No,Accesibilidad baja,Accessibilitat baixa,"2454.14",Accesibilidad baja,Accessibilitat baixa,"22111.60",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"7918.11",Accesibilidad baja,Accessibilitat baixa,"33460.03",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692556.396816656 4225423.83387561)","697",CONSULTORIO MEDICO,C/ LA PALMERA,"03055","2011",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"558.39",Accesibilidad media,Accessibilitat mitjana,"527.10",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"98.02",Accesibilidad baja,Accessibilitat baixa,"15737.45",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692576.96651541 4225942.86432145)","698",HOGAR DEL JUBILADO,"C/ SANTA BARBARA, 69","03055","1986",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad baja,Accessibilitat baixa,"787.49",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"24414.57",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40702.18",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692493.62852811 4225760.12016716)","699","CENTRO SOCIOCULTURAL, BIBLIOTECA Y REGANTES","C/ SAN ANTONIO, 9","03055","2007",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad baja,Accessibilitat baixa,"634.22",Accesibilidad baja,Accessibilitat baixa,"7063.98",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad media,Accessibilitat mitjana,"823.70",Accesibilidad baja,Accessibilitat baixa,"13022.02",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692322.76827442 4225815.14343328)","700","DEPENDENCIAS MUNICIPALES (SUMA, SERVICIOS SOCIALES Y POLICIA)","C/ GENERAL PRIM, 2","03055","1940",Equipamiento,Equipament,"Asistencial, Administrativo, Institucional","Assistencial, Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,"7206.74",Accesibilidad baja,Accessibilitat baixa,"3697.12",Accesibilidad baja,Accessibilitat baixa,"2928.54",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"35618.31",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692654.168520119 4226025.64165298)","701",VIVIENDA SOCIAL,"C/ MONSERRATE, 7","03055","1955",Vivienda+equipamiento,Habitatge+equipament,Otro,Altre,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1035.63",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"39886.67",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"49130.45",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692493.235357231 4225987.51452433)","702",CEIP AZORIN,"C/ AZORIN, 21","03055","1980",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"7206.74",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"61912.25",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"79119.11",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692582.265217082 4225449.54158899)","703",CENTRO DE FORMACION,C/ LA PALMERA,"03055","2012",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"663.65",Accesibilidad baja,Accessibilitat baixa,"8463.89",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"17365.69",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692348.342401419 4226430.56034673)","704",ESCUELA INFANTIL,C/ ARAGON,"03055","2008",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"663.65",Accesibilidad baja,Accessibilitat baixa,"2331.51",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12995.28",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (692576.280164332 4226396.87865771)","705",IES CATRAL,C/ ARMANDO ROS DUEÑAS,"03055","2006",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"1876.93",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"65193.60",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"36309.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2418.50",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"106775.06",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (685142.318114305 4223634.94367009)","709",CASA CONSISTORIAL,"PLAZA DE LA GLORIETA,1 Y DR. FLEMING","03058","1972",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"433.08",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"73525.37",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"3573.70",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"93032.27",Cox,Cox,Cox,Cox,Cox,Cox,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (685240.178705133 4223565.67025403)","710",CLUB CONVIDENCIA DE LA 3ª EDAD J. LOZANO,"CALLE ALAMEDA, 34","03058","1990",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad baja,Accessibilitat baixa,"634.22",Accesibilidad baja,Accessibilitat baixa,"693.06",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"9565.43",Cox,Cox,Cox,Cox,Cox,Cox,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (698320.981803504 4219890.56373256)","711",AYUNTAMIENTO,PLAZA DEL LEON N.º 2,"03062","2005",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,"1833.00",Accesibilidad baja,Accessibilitat baixa,"842.32",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"661.85",Accesibilidad baja,Accessibilitat baixa,"25123.08",Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (698369.433469404 4219825.00934037)","712",CONSULTORIO MEDICO,AVDA PRESIDENTE ADOLFO SUAREZ N.º 12,"03062","1940",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"990.24",Accesibilidad baja,Accessibilitat baixa,"1635.32",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"12625.68",Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (698395.150211019 4219831.85465584)","713",CASA DE LA JUVENTUD,"CALLE VIRGEN DEL MONSERRATE, Nº 2","03062","1940",Equipamiento,Equipament,"Cultural, Administrativo, Social","Cultural, Administratiu, Social",No,Accesibilidad baja,Accessibilitat baixa,"7918.64",Accesibilidad baja,Accessibilitat baixa,"8649.51",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"19306.30",Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (698434.400237419 4219845.02630999)","714",CASA DE LA JUVENTUD,"CALLE VIRGEN DEL MONSERRATE, Nº 4","03062","2005",Equipamiento,Equipament,"Cultural, Administrativo, Institucional, Social","Cultural, Administratiu, Institucional, Social",No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"1038.36",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"7330.45",Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (761273.912630657 4304102.26870844)","715",AYUNTAMIENTO,"CALLE CERVANTES, 10","03138","1950",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"936.56",Accesibilidad baja,Accessibilitat baixa,"4203.95",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"23547.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"28688.39",el Verger,el Verger,"Verger, el",el Verger,"Verger, el",el Verger,la Marina Alta,Alacant/Alicante
"POINT (761439.229401773 4303887.92449436)","716",HOGAR DEL JUBILADO,"CALLE ALMASSERA, 20","03138","1963",Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2082.90",Accesibilidad baja,Accessibilitat baixa,"4120.06",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21673.08",el Verger,el Verger,"Verger, el",el Verger,"Verger, el",el Verger,la Marina Alta,Alacant/Alicante
"POINT (761133.255247239 4303431.78892049)","717",CASA DE CULTURA,CALLE MESTRE JOSÉ VIVES,"03138","2000",Equipamiento,Equipament,"Educativo, Cultural, Recreativo","Educatiu, Cultural, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"7303.40",Accesibilidad media,Accessibilitat mitjana,"0.00",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"6822.55",Accesibilidad baja,Accessibilitat baixa,"43353.07",el Verger,el Verger,"Verger, el",el Verger,"Verger, el",el Verger,la Marina Alta,Alacant/Alicante
"POINT (761250.83032263 4303526.89641788)","718",EDIFICIO MULTIUSOS “EMAUS”,"CALLE SAN ANTONIO, 2","03138","1945",Equipamiento,Equipament,"Cultural, Social, Recreativo, Infraestructura","Cultural, Social, Recreatiu, Infraestructura",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"663.65",Accesibilidad baja,Accessibilitat baixa,"5424.72",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"8796.52",el Verger,el Verger,"Verger, el",el Verger,"Verger, el",el Verger,la Marina Alta,Alacant/Alicante
"POINT (761343.371035599 4304040.88743427)","719",EDIFICIO USOS MÚLTIPLES,"CALLE EXCORXADOR, 8","03138","1970",Equipamiento,Equipament,"Cultural, Asistencial, Administrativo","Cultural, Assistencial, Administratiu",No,Accesibilidad baja,Accessibilitat baixa,"1677.40",Accesibilidad baja,Accessibilitat baixa,"19864.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2806.95",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32557.15",el Verger,el Verger,"Verger, el",el Verger,"Verger, el",el Verger,la Marina Alta,Alacant/Alicante
"POINT (737491.784035581 4290909.23678291)","720",CASA CONSISTORIAL,"C/SALAMANCA,2","03067","1965",Equipamiento,Equipament,"Sanitario, Administrativo, Institucional","Sanitari, Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2082.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32497.53",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"5613.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"62926.42",Fageca,Fageca,Fageca,Fageca,Fageca,Fageca,el Comtat,Alacant/Alicante
"POINT (737442.076819635 4290905.91957878)","721",CASA DE CULTURA,"EXMA.DIPUTACIÓN,5","03067","1970",Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"1462.80",Accesibilidad baja,Accessibilitat baixa,"2300.08",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"13733.00",Fageca,Fageca,Fageca,Fageca,Fageca,Fageca,el Comtat,Alacant/Alicante
"POINT (742893.755474742 4272445.12522438)","722",CASA CONSISTORIAL,PÇA. AJUNTAMENT Nº1,"03069","1991",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"17317.01",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"250.00",Accesibilidad baja,Accessibilitat baixa,"35008.34",Finestrat,Finestrat,Finestrat,Finestrat,Finestrat,Finestrat,la Marina Baixa,Alacant/Alicante
