WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia,lon,lat
POINT (717339.938127491 4268052.05872529),882,ESPACIO POLIVALENTE SEGORB,AV. JOAN FUSTER,3083,2010,Equipamiento,Equipament,"Educativo, Cultural, Social","Educatiu, Cultural, Social",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad media,Accessibilitat mitjana,180.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad media,Accessibilitat mitjana,3097.39,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5065019999999977,38.534348000000016
POINT (717287.414776406 4268605.41684024),883,OFICINAS GENERALES,"C/ D’ALCOI,12",3083,1982,Equipamiento,Equipament,"Administrativo, Social","Administratiu, Social",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,2249.69,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad alta,Accessibilitat alta,250.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,3655.11,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.506932000000005,38.539342999999995
POINT (756820.474534922 4471851.45767374),884,AJUNTAMENT,"PZ. L´ESGLÉSIA, 7",12003,1969,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,22300.98,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,37980.34,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,l'Alt Maestrat,Castelló/Castellón,0.024297000000003753,40.35770400000004
POINT (756759.114186617 4471718.75482786),885,CASA DE LA CULTURA,"PZ. GASPAR I FUSTER, 4",12003,1900,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1105.77,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,25151.58,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41727.47,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,l'Alt Maestrat,Castelló/Castellón,0.023522000000001084,40.35652900000004
POINT (726041.104704539 4421799.44692015),886,"AYUNTAMIENTO/CASA CONSISTORIAL+ (BIBLIOTECA, FARMACIA, CONSULTORIO MÉDICO, SALÓN MULTIUSOS, LOCAL JÓVENES, LOCAL MAYORES)","C/ LA FUENTE, 1",12006,1920,Equipamiento,Equipament,"Educativo, Cultural, Sanitario, Asistencial, Administrativo, Institucional, Social, Recreativo","Educatiu, Cultural, Sanitari, Assistencial, Administratiu, Institucional, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,643.07,Accesibilidad baja,Accessibilitat baixa,793.3,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad media,Accessibilitat mitjana,5285.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,7668.46,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,la Plana Baixa,Castelló/Castellón,-0.35529900000000286,39.91614900000001
POINT (718635.721219377 4421357.35494829),887,CASA CONSISTORIAL,"PLAZA AYUNTAMIENTO, 1",12008,1887,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,484.41,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,28915.62,Accesibilidad media,Accessibilitat mitjana,946.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,30346.21,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,El Alto Palancia,Castelló/Castellón,-0.44200800000000223,39.91411300000005
POINT (718648.700396389 4421367.17047377),888,CONSULTORIO MÉDICO,"PLAZA AYUNTAMIENTO, 23",12008,1996,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,8729.71,Accesibilidad baja,Accessibilitat baixa,396.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,17334.51,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,El Alto Palancia,Castelló/Castellón,-0.4418530000000052,39.91419799999996
POINT (718393.302976752 4421251.531439),889,COLEGIO,"CALLE LARGA, 58",12008,1964,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2781.11,Accesibilidad baja,Accessibilitat baixa,24284.6,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,28011.89,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,El Alto Palancia,Castelló/Castellón,-0.444877,39.91322300000003
POINT (718412.656032169 4421259.86254296),890,CASA CULTURAL,"CALLE LARGA, 56",12008,1990,Equipamiento,Equipament,"Educativo, Cultural, Deportivo, Social, Recreativo","Educatiu, Cultural, Esportiu, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,396.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24095.62,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,32700.42,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,Algimia de Almonacid,El Alto Palancia,Castelló/Castellón,-0.4446480000000054,39.91329299999996
POINT (712966.409107839 4414231.63317362),891,AYUNTAMIENTO,C/ SAN VICENTE 2,12012,1981,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",BIC,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1654.44,Accesibilidad baja,Accessibilitat baixa,981.75,Accesibilidad media,Accessibilitat mitjana,946.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,411.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,25780.13,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5105999999999974,39.851415
POINT (712917.952733549 4414068.42176083),892,EDIFICIO MANUEL VALDÉS (Y AMBULATORIO),C/ BRUNO SEBASTIÁN 7,12012,1960,Equipamiento,Equipament,"Educativo, Cultural, Sanitario","Educatiu, Cultural, Sanitari",No,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,23976.51,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,3080.35,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41580.8,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5112190000000003,39.84995800000002
POINT (712744.705091946 4414373.87913241),893,CENTRO SOCIAL JUVENIL,C/ CALVARIO 17,12012,2009,Equipamiento,Equipament,"Social, Recreativo, Cultural","Social, Recreatiu, Cultural",No,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,2500.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad baja,Accessibilitat baixa,11370.0,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5131430000000035,39.852751
POINT (712318.634398439 4414355.70059352),894,COLEGIO PÚBLICO VIRGEN DE GRACIA,C/ RIVAS 85,12012,2001,Equipamiento,Equipament,"Educativo, Deportivo, Cultural","Educatiu, Esportiu, Cultural",No,Accesibilidad media,Accessibilitat mitjana,60.89,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,45050.0,Accesibilidad media,Accessibilitat mitjana,946.18,Accesibilidad baja,Accessibilitat baixa,23547.88,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2516.52,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,72121.47,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5181249999999964,39.85269400000003
POINT (712829.585107476 4413973.08796391),895,C.I.S.A.P.,C/ MARTÍN EL HUMANO 6,12012,2003,Equipamiento,Equipament,"Sanitario, Administrativo, Social","Sanitari, Administratiu, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,126.92,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,45050.0,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,47885.07,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5122820000000027,39.849121999999966
POINT (712897.77967053 4414140.95871083),896,SALÓN SOCIO CULTURAL,C/ HONDA 11,12012,1986,Equipamiento,Equipament,"Educativo, Cultural, Asistencial, Institucional, Deportivo","Educatiu, Cultural, Assistencial, Institucional, Esportiu",No,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,21427.62,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,7646.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,51805.96,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5114309999999941,39.85061600000003
POINT (713053.74172132 4414185.74144041),897,CASA DE CULTURA Y BIBLIOTECA,C/ SAN VICENTE 37,12012,1940,Equipamiento,Equipament,"Educativo, Cultural, Institucional, Social","Educatiu, Cultural, Institucional, Social",No,Accesibilidad baja,Accessibilitat baixa,1983.25,Accesibilidad baja,Accessibilitat baixa,5000.0,Accesibilidad media,Accessibilitat mitjana,946.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,3080.35,Accesibilidad baja,Accessibilitat baixa,32795.69,Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,-0.5095950000000017,39.85097999999996
POINT (734450.55094439 4419298.89000457),898,AYUNTAMIENTO CASA CONSISTORIAL,"PLAZA AYUNTAMIENTO, 1",12016,1967,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,514.41,Accesibilidad baja,Accessibilitat baixa,9340.9,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,25309.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,411.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,37529.37,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.2579100000000065,39.89135999999997
POINT (734569.419742591 4419385.87905866),899,LOCAL TERCERA EDAD,"PLAZA NOVA, 3",12016,1980,Equipamiento,Equipament,Social,Social,No,Accesibilidad baja,Accessibilitat baixa,1190.93,Accesibilidad media,Accessibilitat mitjana,92.4,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,4021.48,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.25648999999999833,39.89211
POINT (734564.254938781 4419386.83148686),900,ESCUELA INFANTIL,"PLAZA NOVA, 3",12016,1980,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,3679.47,Accesibilidad baja,Accessibilitat baixa,4370.4,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,16288.02,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.2565499999999962,39.89211999999998
POINT (734382.554685645 4419004.56776981),902,CASA DE LA CULTURA,"AVDA, SIERRA ESAPADÁN, 140",12016,1986,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,757.97,Accesibilidad baja,Accessibilitat baixa,3474.96,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,4837.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24570.05,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.2588099999999957,39.88873000000004
POINT (734504.038691856 4419201.64019259),903,AGENCIA DE LECTURA,"CALLE SANTA CRISTINA, S/N",12016,2004,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,397.5,Accesibilidad baja,Accessibilitat baixa,631.86,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,3767.51,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.2573200000000022,39.89046999999997
POINT (734369.798556696 4419029.73266968),904,LOCAL MÚSICOS,"CALLE VTE BLASCO IBAÑEZ, S/N",12016,1986,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,785.43,Accesibilidad baja,Accessibilitat baixa,3997.8,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,13021.38,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.2589499999999986,39.88895999999996
POINT (734513.374501319 4419176.37041037),905,MUSEO,"AVDA, SIERRA ESAPADÁN, 140",12016,2004,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,636.19,Accesibilidad baja,Accessibilitat baixa,631.86,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,11268.17,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.25722000000000356,39.89024000000002
POINT (734506.090021973 4419190.59164619),906,CASAL JOVE,"CALLE SANTA CRISTINA, S/N",12016,2004,Equipamiento,Equipament,"Institucional, Social","Institucional, Social",No,Accesibilidad media,Accessibilitat mitjana,301.02,Accesibilidad baja,Accessibilitat baixa,571.86,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,17349.18,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.25729999999999986,39.89036999999999
POINT (734285.843401306 4418641.5850199),907,SALÓN MULTIUSOS,"PS. PUNTAL, 2",12016,1989,Equipamiento,Equipament,Social,Social,No,Accesibilidad media,Accessibilitat mitjana,422.8,Accesibilidad baja,Accessibilitat baixa,1156.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad media,Accessibilitat mitjana,1647.4,Accesibilidad baja,Accessibilitat baixa,11464.35,Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,-0.26006999999999664,39.88549000000004
POINT (725271.531207516 4412724.35536741),908,CASA CONSISTORIAL CONSULTORIO MÉDICO,"PLAZA IGLESIA, 23",12018,1930,Equipamiento,Equipament,"Sanitario, Social","Sanitari, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,940.6,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,22274.46,Accesibilidad baja,Accessibilitat baixa,1891.36,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,39630.36,Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,El Alto Palancia,Castelló/Castellón,-0.36742100000000033,39.834674
POINT (725271.531207516 4412724.35536741),909,ANTIGUAS ESCUELAS,"PLAZA IGLESIA, 23",12018,1930,Equipamiento,Equipament,"Educativo, Institucional","Educatiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,738.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,55102.33,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,71310.7,Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,El Alto Palancia,Castelló/Castellón,-0.36742100000000033,39.834674
